Eastern Central US  (309,1332)  (364,1318)  (423,1327)  (308,1389)  (363,1375)  (418,1396)  (405,1457)  (345,1447)  (290,1451)  (239,1503)  (313,1510)  (259,1566)  (258,1628)  | overflowToLeft=false
122 Sea Zone  (7847,2281)  (7801,2326)  (7801,2280)  (7892,2327)  (7847,2235)  (7893,2235)  (7893,2281)  (7799,2234)  (7846,2372)  (7800,2372)  (7755,2326)  (7755,2280)  (7938,2327)  (7938,2373)  (7892,2373)  (7754,2373)  (7845,2189)  (7891,2189)  (7937,2189)  (7939,2235)  (7939,2281)  (7753,2234)  (7753,2188)  (7799,2188)  (7983,2145)  (7846,2418)  (7800,2418)  (7984,2327)  (7984,2373)  (7984,2419)  (7938,2419)  (7892,2419)  (7754,2419)  (7896,2143)  (7726,2142)  (7772,2142)  (7942,2099)  (7726,2096)  (7772,2096)  (7896,2067)  (7818,2058)  (7942,2053)  (7726,2050)  (7772,2050)  | overflowToLeft=false
West Africa  (2180,2612)  (2214,2674)  (2282,2730)  (2161,2727)  (2222,2745)  (2294,2793)  (2134,2792)  (2206,2810)  (2270,2850)  (2314,2920)  (2243,2953)  (2203,2895)  (2132,2859)  (2054,2844)  (2109,2925)  (2021,2907)  (2018,2979)  (2077,2984)  (1994,3035)  (2058,3040)  (2017,3101)  | overflowToLeft=false
163 Sea Zone  (7495,4542)  (7449,4587)  (7449,4541)  (7540,4588)  (7495,4496)  (7541,4496)  (7541,4542)  (7447,4495)  (7494,4633)  (7448,4633)  (7403,4587)  (7403,4541)  (7586,4588)  (7586,4634)  (7540,4634)  (7402,4634)  (7493,4450)  (7539,4450)  (7585,4450)  (7587,4496)  (7587,4542)  (7401,4495)  (7401,4449)  (7447,4449)  (7631,4406)  (7494,4679)  (7448,4679)  (7357,4588)  (7357,4542)  (7632,4588)  (7632,4634)  (7632,4680)  (7586,4680)  (7540,4680)  (7402,4680)  (7356,4680)  (7356,4634)  (7493,4404)  (7539,4404)  (7585,4404)  (7633,4452)  (7633,4498)  (7355,4496)  (7355,4450)  (7355,4404)  (7401,4403)  (7447,4403)  (7631,4360)  (7677,4360)  (7677,4406)  (7494,4725)  (7448,4725)  (7311,4588)  (7311,4542)  (7678,4544)  (7678,4590)  (7678,4636)  (7678,4682)  (7632,4726)  (7586,4726)  (7540,4726)  (7402,4726)  (7356,4726)  (7310,4726)  (7310,4680)  (7310,4634)  (7310,4358)  (7493,4358)  (7539,4358)  (7585,4358)  (7679,4452)  (7679,4498)  (7309,4496)  (7309,4450)  (7309,4404)  (7356,4357)  (7402,4357)  (7680,4728)  (7723,4352)  (7723,4398)  (7265,4588)  (7265,4542)  (7724,4544)  (7724,4590)  (7724,4636)  (7724,4682)  (7264,4754)  (7264,4708)  (7264,4662)  (7264,4358)  (7725,4444)  (7725,4490)  (7263,4496)  (7263,4450)  (7263,4404)  (7726,4728)  (7769,4395)  (7770,4536)  (7770,4582)  (7770,4628)  (7770,4674)  (7771,4441)  (7771,4487)  (7772,4720)  (7816,4533)  (7816,4579)  (7816,4625)  (7816,4671)  | overflowToLeft=false
116 Sea Zone  (9162,2369)  (9116,2414)  (9116,2368)  (9207,2415)  (9162,2323)  (9208,2323)  (9208,2369)  (9114,2322)  (9149,2460)  (9103,2460)  (9070,2414)  (9070,2368)  (9253,2415)  (9253,2461)  (9160,2277)  (9206,2277)  (9252,2277)  (9254,2323)  (9254,2369)  (9068,2322)  (9068,2276)  (9114,2276)  (9057,2467)  (9298,2248)  (9299,2415)  (9299,2461)  (9299,2507)  (9300,2294)  (9300,2340)  (9142,2513)  (9096,2513)  (9189,2548)  (9344,2248)  (9345,2386)  (9345,2432)  (9345,2478)  (9345,2524)  (9299,2553)  (9346,2294)  (9346,2340)  (9253,2557)  (9143,2559)  (9097,2559)  (9362,2570)  (9207,2594)  (9316,2599)  (9270,2603)  (9161,2605)  (9115,2605)  (9069,2605)  (9379,2616)  (9224,2640)  (9333,2645)  (9287,2649)  (9178,2651)  (9132,2651)  (9086,2651)  | overflowToLeft=false
Archangel  (4211,317)  (4259,319)  (4257,365)  (4306,320)  (4306,275)  (4304,365)  (4262,410)  (4311,411)  (4355,368)  (4353,321)  (4360,274)  (4358,416)  (4404,323)  (4407,366)  (4406,411)  (4412,273)  (4460,328)  (4462,275)  (4456,371)  (4455,419)  (4503,415)  (4508,368)  (4510,317)  (4510,269)  (4442,225)  (4497,218)  (4551,224)  (4559,270)  (4558,319)  (4554,367)  (4551,422)  (4595,448)  (4609,401)  (4612,355)  (4606,305)  (4600,223)  | overflowToLeft=false
Angola  (3271,3827)  (3330,3826)  (3272,3889)  (3336,3891)  (3414,3897)  (3468,3897)  (3540,3876)  (3550,3942)  (3593,4008)  (3470,3966)  (3521,4032)  (3375,3966)  (3298,3967)  (3287,4039)  (3359,4038)  (3441,4038)  (3247,4106)  (3320,4107)  (3399,4111)  (3472,4094)  (3543,4101)  (3460,4161)  (3539,4173)  (3352,4161)  (3277,4163)  | overflowToLeft=false
139 Sea Zone  (134,3688)  (88,3733)  (88,3687)  (179,3734)  (134,3642)  (180,3642)  (180,3688)  (86,3641)  (133,3779)  (87,3779)  (42,3733)  (42,3687)  (225,3734)  (225,3780)  (179,3780)  (41,3780)  (132,3596)  (178,3596)  (224,3596)  (226,3642)  (226,3688)  (40,3641)  (40,3595)  (86,3595)  (270,3552)  (133,3825)  (87,3825)  (271,3734)  (271,3780)  (271,3826)  (225,3826)  (179,3826)  (41,3826)  (132,3550)  (178,3550)  (224,3550)  (272,3598)  (272,3644)  (0,3549)  (46,3549)  (270,3506)  (316,3538)  (133,3871)  (87,3871)  (317,3690)  (317,3736)  (317,3782)  (317,3828)  (271,3872)  (225,3872)  (179,3872)  (41,3872)  (92,3504)  (138,3504)  (184,3504)  (318,3584)  (318,3630)  (0,3503)  (46,3503)  (319,3874)  (133,3917)  (87,3917)  (363,3676)  (363,3722)  (363,3768)  (363,3814)  (273,3918)  (227,3918)  (181,3918)  (41,3918)  (92,3458)  (138,3458)  (184,3458)  (364,3613)  (0,3457)  (46,3457)  (365,3860)  (365,3906)  (319,3920)  (409,3659)  (409,3705)  (409,3751)  (409,3797)  (92,3412)  (138,3412)  (184,3412)  (0,3411)  (46,3411)  (411,3843)  (411,3889)  (411,3935)  (455,3653)  (455,3699)  (455,3745)  (455,3791)  (92,3366)  (0,3365)  (46,3365)  (457,3837)  (457,3883)  (457,3929)  (501,3693)  (501,3739)  (501,3785)  (92,3320)  (0,3319)  (46,3319)  (503,3831)  (503,3877)  (503,3923)  | overflowToLeft=false
Shantung  (7213,1783)  (7167,1828)  (7167,1782)  (7258,1829)  (7213,1737)  (7259,1774)  (7259,1709)  (7121,1821)  (7266,1663)  | overflowToLeft=false
29 Sea Zone  (3541,607)  (3531,651)  (3577,674)  (3716,563)  | overflowToLeft=true
Greece  (3487,1760)  (3538,1760)  (3588,1760)  (3638,1760)  (3515,1810)  (3565,1810)  (3555,1862)  (3605,1862)  (3655,1901)  (3497,1708)  (3547,1708)  (3597,1709)  (3647,1709)  (3698,1717)  (3615,1810)  | overflowToLeft=false
Bessarabia  (3872,1329)  (3826,1319)  (3875,1375)  (3918,1313)  (3864,1421)  (3794,1275)  (3928,1362)  | overflowToLeft=false
Malay  (6741,3197)  (6750,3242)  (6769,3284)  (6807,3325)  (6851,3360)  (6793,3208)  (6819,3268)  | overflowToLeft=false
Eastern South Africa  (3712,4273)  (3713,4339)  (3778,4341)  (3734,4408)  (3803,4413)  (3889,4414)  (3956,4443)  (3947,4510)  (3873,4484)  (3783,4476)  (3705,4479)  (3730,4557)  (3823,4553)  (3739,4618)  | overflowToLeft=false
Iraq  (4508,2158)  (4555,2158)  (4460,2157)  (4505,2204)  (4554,2203)  (4508,2108)  (4553,2110)  (4457,2206)  (4454,2109)  (4513,2055)  (4558,2056)  (4464,2053)  (4605,2202)  (4506,2251)  (4554,2252)  (4604,2249)  (4404,2175)  (4406,2125)  (4475,2003)  (4526,2002)  (4579,2003)  (4491,1954)  (4547,1953)  (4657,2228)  (4663,2274)  (4607,2302)  (4549,2302)  (4608,2350)  (4657,2321)  (4701,2330)  (4655,2374)  (4699,2385)  | overflowToLeft=false
Chile  (585,3809)  (593,3863)  (592,3917)  (600,3973)  (612,4030)  (617,4096)  (619,4160)  (615,4217)  (669,4219)  (632,4279)  (686,4289)  (684,4348)  (708,4407)  (735,4459)  | overflowToLeft=false
Eastern US  (411,1600)  (458,1599)  (508,1603)  (508,1648)  (456,1647)  (410,1646)  (360,1647)  (361,1598)  (408,1547)  (556,1606)  | overflowToLeft=false
Istanbul  (3808,1697)  | overflowToLeft=false
149 Sea Zone  (7472,4137)  (7426,4182)  (7426,4136)  (7517,4183)  (7472,4091)  (7518,4091)  (7518,4137)  (7424,4090)  (7471,4228)  (7425,4228)  (7380,4182)  (7380,4136)  (7563,4183)  (7563,4229)  (7517,4229)  (7379,4229)  (7470,4045)  (7516,4045)  (7562,4045)  (7564,4091)  (7564,4137)  (7378,4090)  (7378,4044)  (7424,4044)  (7608,4006)  (7471,4274)  (7425,4274)  (7334,4183)  (7334,4137)  (7609,4183)  (7609,4229)  (7609,4275)  (7563,4275)  (7517,4275)  (7379,4275)  (7333,4275)  (7333,4229)  (7610,4052)  (7610,4098)  (7332,4091)  (7332,4045)  (7654,4006)  (7288,4183)  (7288,4137)  (7655,4144)  (7655,4190)  (7655,4236)  (7655,4282)  (7287,4306)  (7287,4260)  (7656,4052)  (7656,4098)  (7286,4091)  (7286,4045)  (7700,4006)  (7701,4144)  (7701,4237)  (7701,4283)  (7702,4052)  (7702,4098)  (7746,4006)  (7748,4052)  (7748,4098)  (7792,4006)  (7794,4052)  (7838,4006)  | overflowToLeft=false
Surinam Guyana  (791,2855)  (805,2909)  (862,2898)  (895,2952)  (834,2969)  | overflowToLeft=false
Borneo  (7122,3382)  (7180,3372)  (7143,3437)  (7201,3434)  (7235,3355)  (7256,3408)  (7296,3462)  (7319,3407)  (7302,3353)  (7353,3350)  (7329,3299)  (7350,3247)  (7384,3299)  | overflowToLeft=false
57 Sea Zone  (335,2609)  (289,2654)  (289,2608)  (381,2582)  (277,2700)  (243,2610)  (427,2582)  (439,2628)  (473,2582)  (485,2628)  (519,2582)  (531,2628)  (565,2582)  (577,2628)  (611,2582)  (617,2674)  (623,2628)  | overflowToLeft=false
98 Sea Zone  (7804,1494)  (7758,1539)  (7758,1493)  (7849,1540)  (7804,1448)  (7850,1448)  (7850,1494)  (7756,1447)  (7803,1585)  (7757,1585)  (7712,1539)  (7712,1493)  (7895,1540)  (7895,1586)  (7849,1586)  (7711,1586)  (7802,1402)  (7848,1402)  (7894,1402)  (7896,1448)  (7896,1494)  (7710,1447)  (7710,1401)  (7756,1401)  (7940,1387)  (7803,1631)  (7757,1631)  (7666,1540)  (7666,1494)  (7941,1540)  (7802,1356)  (7848,1356)  (7894,1356)  (7942,1433)  (7942,1479)  (7664,1448)  (7664,1402)  (7664,1356)  (7710,1355)  (7756,1355)  (7773,1677)  (7620,1527)  (7987,1525)  (7802,1310)  (7848,1310)  (7894,1310)  (7618,1481)  (7618,1382)  (7743,1723)  (7776,1264)  (7822,1264)  (7868,1264)  (7697,1758)  (7789,1218)  (7835,1218)  (7881,1218)  (7651,1783)  (7715,1804)  (7605,1822)  (7669,1829)  (7744,1850)  (7623,1868)  (7698,1875)  (7758,1896)  (7712,1921)  (7666,1921)  (7768,1942)  (7722,1967)  | overflowToLeft=false
French West Africa  (2184,3030)  (2177,3092)  (2249,3035)  (2254,3099)  (2324,3155)  (2321,3097)  (2320,3038)  (2382,3095)  (2395,3035)  (2455,3046)  (2519,3011)  (2452,2977)  (2390,2921)  (2456,2920)  (2522,2942)  (2531,2866)  (2453,2846)  (2396,2798)  (2453,2741)  (2519,2778)  | overflowToLeft=false
Kashi  (5520,1879)  (5516,1823)  (5572,1839)  (5573,1893)  (5520,1935)  (5462,1944)  (5462,1888)  (5459,1832)  (5459,1776)  (5516,1768)  (5628,1840)  (5631,1893)  (5590,1948)  (5683,1865)  (5406,1882)  (5399,1822)  (5354,1872)  | overflowToLeft=false
Turkey  (4043,1656)  (4097,1656)  (4147,1670)  (4202,1693)  (4257,1707)  (4064,1718)  (4121,1733)  (4180,1752)  (4235,1765)  (4290,1765)  (4071,1789)  (4129,1802)  (4185,1819)  (4244,1824)  (4302,1822)  (4069,1853)  (4127,1862)  (4064,1912)  (4188,1876)  (4241,1884)  (4298,1877)  (4353,1880)  | overflowToLeft=false
Far Eastern Republic  (7121,544)  (6928,601)  (6979,600)  (7030,600)  (7082,599)  (7133,599)  (7185,598)  (7237,598)  (7288,597)  (6958,651)  (7009,650)  (7060,649)  (7111,649)  (7161,649)  (7212,650)  (7264,649)  (7314,648)  (7172,543)  | overflowToLeft=false
Caroline Islands  (8545,3033)  (8467,3030)  (8593,3033)  | overflowToLeft=false
New Dehli  (5591,2391)  (5557,2447)  (5623,2450)  (5483,2503)  (5542,2503)  (5601,2505)  (5665,2509)  (5601,2569)  (5655,2565)  (5713,2563)  (5593,2629)  (5654,2622)  | overflowToLeft=false
Eastern Finland  (3750,395)  (3704,440)  (3704,394)  (3759,441)  (3750,349)  (3796,388)  (3702,348)  (3713,486)  (3765,300)  | overflowToLeft=false
Shensi  (6786,1676)  (6837,1704)  (6779,1733)  (6759,1790)  (6849,1759)  (6818,1813)  (6762,1845)  (6822,1868)  (6921,1910)  (6877,1858)  (6936,1855)  (6993,1846)  (7034,1791)  (6906,1797)  | overflowToLeft=false
Tangier  (2376,2175)  (2384,2131)  (2425,2171)  (2474,2166)  | overflowToLeft=false
67 Sea Zone  (1960,4078)  (1914,4123)  (1914,4077)  (2005,4124)  (1960,4032)  (2006,4032)  (2006,4078)  (1912,4031)  (1959,4169)  (1913,4169)  (1868,4123)  (1868,4077)  (2051,4124)  (2051,4170)  (2005,4170)  (1867,4170)  (1958,3986)  (2004,3986)  (2050,3986)  (2052,4032)  (2052,4078)  (1866,4031)  (1866,3985)  (1912,3985)  (2096,3942)  (1959,4215)  (1913,4215)  (1822,4124)  (1822,4078)  (2097,4124)  (2097,4170)  (2097,4216)  (2051,4216)  (2005,4216)  (1867,4216)  (1821,4216)  (1821,4170)  (1958,3940)  (2004,3940)  (2050,3940)  (2098,3988)  (2098,4034)  (1820,4032)  (1820,3986)  (1820,3940)  (1866,3939)  (1912,3939)  (2096,3896)  (2142,3896)  (2142,3942)  (1959,4261)  (1913,4261)  (1776,4124)  (1776,4078)  (2143,4080)  (2143,4126)  (2143,4172)  (2143,4218)  (2097,4262)  (2051,4262)  (2005,4262)  (1867,4262)  (1821,4262)  (1775,4262)  (1775,4216)  (1775,4170)  (1775,3894)  (1958,3894)  (2004,3894)  (2050,3894)  (2144,3988)  (2144,4034)  (1774,4032)  (1774,3986)  (1774,3940)  (1821,3893)  (1867,3893)  (2145,4264)  (2188,3865)  (2188,3911)  (1959,4307)  (1913,4307)  (2189,4080)  (2189,4126)  (2189,4172)  (2189,4218)  (2099,4308)  (2053,4308)  (2007,4308)  (1867,4308)  (1821,4308)  (1775,4308)  (2190,3957)  (2190,4003)  (2191,4264)  (2191,4310)  (2145,4310)  (2234,3865)  (2234,3911)  (2235,4049)  (2235,4095)  (2235,4141)  (2235,4187)  (2236,3957)  (2236,4003)  (2237,4233)  (2237,4279)  (2280,3865)  (2280,3911)  (2281,4049)  (2281,4095)  (2281,4141)  (2281,4187)  (2282,3957)  (2282,4003)  (2283,4233)  (2283,4279)  (2326,3865)  (2326,3911)  (2327,4049)  (2327,4095)  (2327,4141)  (2327,4187)  (2328,3957)  (2328,4003)  (2329,4233)  (2329,4279)  | overflowToLeft=false
Central Mongolia  (6296,1190)  (6301,1130)  (6357,1126)  (6360,1188)  (6363,1248)  (6300,1255)  (6247,1250)  (6224,1196)  (6237,1137)  (6238,1070)  (6294,1065)  (6353,1060)  (6413,1062)  (6415,1115)  (6416,1175)  (6413,1250)  (6400,1303)  (6338,1307)  (6278,1314)  (6221,1313)  (6184,1120)  (6245,1017)  (6366,1355)  (6473,1059)  | overflowToLeft=false
Kwangtung  (7193,2203)  (7147,2248)  (7147,2202)  (7238,2249)  (7193,2157)  (7239,2157)  (7239,2203)  (7145,2156)  (7112,2294)  (7101,2248)  (7101,2202)  (7218,2295)  (7193,2111)  (7239,2111)  (7066,2329)  (7075,2375)  (7029,2375)  (7064,2421)  (7018,2421)  | overflowToLeft=false
Hong Kong  (7123,2429)  (7137,2384)  (7161,2338)  (7183,2384)  (7237,2392)  (7228,2346)  (7168,2429)  (7273,2343)  (7284,2386)  (7329,2365)  | overflowToLeft=false
Uzbek  (4978,1858)  (5045,1870)  (4964,1771)  (4957,1686)  (4995,1603)  (5013,1506)  (5091,1523)  (5061,1590)  (5031,1679)  (5046,1782)  (5118,1671)  (5121,1745)  (5139,1826)  (5226,1832)  (5206,1758)  (5196,1675)  (5150,1587)  (5238,1606)  (5319,1590)  (5266,1677)  (5355,1654)  (5445,1683)  (5383,1717)  (5314,1736)  (5293,1803)  (5290,1867)  (5276,1937)  (5341,1943)  (5113,1888)  | overflowToLeft=false
Northwestern Australia  (8055,3939)  (8051,4001)  (8042,4063)  (7992,4011)  (7963,4074)  (7894,4102)  (7828,4134)  (7770,4174)  (7890,4179)  (7953,4176)  (8041,4122)  (8026,4181)  (7974,4125)  | overflowToLeft=false
Thailand  (6597,2607)  (6594,2668)  (6617,2725)  (6675,2721)  (6739,2709)  (6799,2714)  (6620,2783)  (6688,2783)  (6752,2780)  (6809,2784)  (6631,2848)  (6692,2847)  (6752,2840)  (6823,2849)  (6661,2903)  (6731,2901)  | overflowToLeft=false
Peru Ecuador  (212,3139)  (270,3166)  (211,3211)  (276,3229)  (348,3236)  (188,3288)  (258,3296)  (315,3306)  (246,3368)  (301,3405)  (360,3455)  (383,3518)  (454,3487)  (443,3544)  (501,3563)  | overflowToLeft=false
Northern Sweden  (3353,214)  (3353,259)  (3353,306)  (3397,303)  (3400,256)  (3397,210)  (3445,255)  (3305,258)  (3305,305)  (3318,351)  (3367,350)  (3415,350)  (3338,394)  (3256,298)  (3444,300)  (3494,274)  (3444,207)  (3489,228)  | overflowToLeft=false
40 Sea Zone  (1709,1934)  (1663,1979)  (1663,1933)  (1754,1980)  (1733,1888)  (1755,1934)  (1779,1864)  (1708,2025)  (1662,2025)  (1800,1980)  (1800,2026)  (1754,2026)  (1801,1910)  (1792,1818)  (1825,1864)  (1838,1805)  (1654,1802)  (1846,1956)  (1846,2002)  (1846,2048)  (1847,1910)  (1724,1787)  (1770,1772)  (1816,1759)  (1654,1756)  (1700,1741)  (1746,1726)  (1792,1713)  (1838,1713)  (1646,1710)  (1692,1695)  (1738,1680)  (1784,1667)  (1830,1667)  (1646,1664)  (1692,1649)  (1738,1634)  | overflowToLeft=false
Southern Iran  (4977,2366)  (5024,2367)  (4929,2365)  (4975,2411)  (5026,2411)  (4977,2318)  (4931,2319)  (4924,2412)  (5026,2318)  (4975,2268)  (4925,2267)  (4879,2322)  (4922,2460)  (4974,2461)  (5024,2459)  (5078,2459)  (5079,2411)  (5080,2359)  (5029,2270)  (4873,2264)  (4876,2368)  (4827,2306)  (4769,2289)  (4817,2256)  (4888,2209)  (4938,2217)  (5052,2222)  (4989,2516)  (5115,2505)  (5176,2508)  (5128,2556)  (5180,2556)  | overflowToLeft=false
Northern Finland  (3650,243)  (3606,243)  (3696,243)  (3559,242)  (3650,287)  (3605,286)  (3696,286)  (3705,198)  (3649,199)  (3602,197)  (3714,149)  (3553,198)  | overflowToLeft=true
Southern Australia  (8129,4203)  (8181,4204)  (8239,4206)  (8290,4206)  (8350,4205)  (8127,4263)  (8185,4260)  (8245,4264)  (8310,4273)  (8371,4276)  (8141,4323)  (8203,4324)  (8278,4335)  (8359,4338)  | overflowToLeft=false
39 Sea Zone  (1337,1799)  (1291,1844)  (1291,1798)  (1382,1845)  (1337,1753)  (1383,1753)  (1383,1799)  (1289,1752)  (1336,1890)  (1290,1890)  (1245,1844)  (1245,1798)  (1428,1845)  (1428,1891)  (1382,1891)  (1244,1891)  (1335,1707)  (1381,1707)  (1427,1707)  (1429,1753)  (1429,1799)  (1243,1752)  (1243,1706)  (1289,1706)  (1473,1663)  (1336,1936)  (1290,1936)  (1199,1845)  (1199,1799)  (1474,1845)  (1474,1891)  (1474,1937)  (1428,1937)  (1382,1937)  (1244,1937)  (1198,1937)  (1198,1891)  (1335,1661)  (1381,1661)  (1427,1661)  (1475,1709)  (1475,1755)  (1197,1753)  (1197,1707)  (1197,1661)  (1243,1660)  (1289,1660)  (1519,1622)  (1520,1801)  (1520,1847)  (1520,1893)  (1520,1939)  (1521,1668)  (1521,1714)  (1565,1622)  (1566,1760)  (1566,1806)  (1566,1852)  (1566,1898)  (1566,1944)  (1567,1668)  (1567,1714)  | overflowToLeft=false
Kashmir  (5420,2277)  (5374,2302)  (5374,2256)  (5420,2231)  (5466,2231)  (5466,2277)  (5352,2210)  (5328,2302)  (5398,2185)  (5444,2185)  (5490,2185)  (5512,2231)  (5512,2277)  (5512,2323)  (5536,2161)  (5365,2139)  (5411,2139)  (5457,2139)  (5558,2207)  (5558,2253)  (5558,2299)  (5503,2115)  (5365,2093)  (5411,2093)  (5457,2093)  (5604,2184)  (5604,2230)  (5604,2276)  (5604,2322)  (5503,2069)  (5365,2047)  (5411,2047)  (5457,2047)  (5650,2209)  (5650,2255)  (5517,2023)  | overflowToLeft=false
Dutch New Guinea  (8171,3407)  (8221,3406)  (8271,3406)  (8319,3406)  (8272,3456)  (8319,3455)  (8306,3503)  (8356,3501)  (8358,3567)  (8305,3549)  (8363,3452)  (8363,3404)  (8238,3359)  (8112,3395)  (8041,3380)  (8025,3315)  | overflowToLeft=false
95 Sea Zone  (7166,2650)  (7167,2697)  (7167,2742)  (7213,2696)  (7212,2742)  (7119,2741)  (7211,2649)  (7166,2597)  (7212,2594)  (7165,2546)  (7212,2543)  (7068,2739)  (7092,2790)  (7142,2790)  (7190,2789)  (7240,2789)  (7290,2789)  (7260,2736)  (7264,2688)  (7265,2637)  (7261,2584)  (7259,2525)  (7264,2467)  (7207,2492)  (7117,2521)  (7015,2543)  (6962,2524)  (6940,2571)  (6955,2616)  (6962,2664)  (7008,2709)  (7310,2736)  (7312,2686)  (7315,2637)  (7315,2578)  (7335,2789)  | overflowToLeft=false
Western Central US  (10247,1347)  (10246,1294)  (10302,1252)  (10306,1302)  (10306,1355)  (10189,1377)  (10186,1315)  (10182,1249)  (10243,1244)  (10250,1395)  | overflowToLeft=false
Eastern Siberia  (5913,349)  (5964,349)  (6016,349)  (6067,349)  (6118,349)  (6168,349)  (6218,349)  (5913,401)  (5965,400)  (6017,400)  (6067,400)  (6119,400)  (6170,400)  (6220,400)  (5966,452)  (6016,450)  (6067,451)  (6118,451)  (6169,451)  (6219,450)  (6220,503)  | overflowToLeft=false
Murmansk  (3809,219)  (3763,208)  (3845,265)  (3809,173)  (3855,187)  (3761,160)  (3797,268)  (3902,289)  | overflowToLeft=false
140 Sea Zone  (10275,3207)  (10229,3252)  (10229,3206)  (10320,3253)  (10275,3161)  (10321,3161)  (10321,3207)  (10227,3160)  (10274,3298)  (10228,3298)  (10183,3252)  (10183,3206)  (10366,3253)  (10366,3299)  (10320,3299)  (10182,3299)  (10273,3115)  (10319,3115)  (10365,3115)  (10367,3161)  (10367,3207)  (10181,3160)  (10181,3114)  (10227,3114)  (10411,3071)  (10274,3344)  (10228,3344)  (10412,3253)  (10412,3299)  (10412,3345)  (10366,3345)  (10320,3345)  (10182,3345)  (10273,3069)  (10319,3069)  (10365,3069)  (10413,3117)  (10413,3163)  (10158,3068)  (10204,3068)  (10411,3025)  (10250,3023)  (10296,3023)  (10342,3023)  (10159,3022)  | overflowToLeft=false
Sardinia  (2976,1762)  (2997,1805)  (2969,1850)  | overflowToLeft=true
Northern Kazahk  (5215,983)  (5161,984)  (5265,982)  (5212,932)  (5263,931)  (5163,932)  (5108,985)  (5107,933)  (5105,1038)  (5158,1037)  (5218,1035)  (5267,1031)  (5320,1034)  (5317,985)  (5261,1078)  (5208,1088)  (5157,1089)  (5111,1083)  (5127,1135)  (5183,1141)  (5236,1137)  (5287,1129)  (5325,1084)  (5376,1064)  (5371,1012)  (5318,931)  (5254,875)  (5199,878)  (5150,879)  (5087,885)  (5038,892)  (5054,943)  (5051,996)  (5148,1187)  (5212,1189)  | overflowToLeft=false
French Equatorial Africa  (3331,2758)  (3389,2783)  (3355,2847)  (3424,2849)  (3497,2821)  (3503,2891)  (3568,2877)  (3629,2902)  (3616,2969)  (3529,2948)  (3438,2929)  (3359,2920)  (3337,2988)  (3420,3003)  (3507,3022)  (3280,3061)  (3354,3070)  (3449,3083)  (3542,3099)  (3338,3150)  (3411,3157)  (3482,3167)  (3554,3158)  (3424,3224)  (3363,3224)  | overflowToLeft=false
Vologda  (4211,549)  (4209,602)  (4275,541)  (4275,601)  (4327,632)  (4329,577)  (4334,517)  (4405,493)  (4395,549)  (4393,610)  (4452,614)  (4452,553)  (4476,495)  (4539,502)  (4506,560)  | overflowToLeft=false
Liberia  (2078,3160)  (2133,3176)  (2195,3178)  (2114,3234)  (2171,3229)  (2231,3233)  (2293,3240)  (2161,3290)  (2219,3293)  (2276,3293)  (2331,3350)  (2281,3353)  (2226,3343)  | overflowToLeft=false
Venezuela  (474,2693)  (474,2747)  (533,2722)  (535,2790)  (593,2743)  (599,2804)  (654,2749)  (671,2817)  (727,2805)  (715,2878)  (655,2875)  (594,2871)  (576,2936)  (584,2994)  | overflowToLeft=false
Pinsk Marshes  (3724,1020)  (3774,1005)  (3776,1054)  (3824,999)  (3826,1051)  (3873,988)  (3878,1038)  | overflowToLeft=false
Queensland  (8465,3932)  (8535,3934)  (8607,3933)  (8469,3992)  (8533,4000)  (8599,4000)  (8673,3998)  (8465,4063)  (8535,4062)  (8603,4065)  (8665,4059)  (8755,4029)  (8749,4087)  (8749,4153)  (8678,4125)  (8613,4137)  (8547,4141)  (8480,4136)  | overflowToLeft=false
Sahara  (2646,2592)  | overflowToLeft=false
Ural  (4877,395)  | overflowToLeft=false
130 Sea Zone  (8132,3002)  (8086,3047)  (8086,3001)  (8132,2956)  (8178,2956)  (8178,3002)  (8084,2955)  (8191,3048)  (8085,3093)  (8040,3047)  (8040,3001)  (8223,3094)  (8039,3094)  (8224,2936)  (8224,2982)  (8038,2955)  (8237,3028)  (8269,3074)  (8269,3120)  (8223,3140)  (8080,3140)  (8034,3140)  (8270,2936)  (8270,2982)  (8283,3028)  (8294,3166)  (8177,3167)  (8248,3186)  (8116,3186)  (8070,3186)  (8294,3212)  (8202,3213)  | overflowToLeft=false
Celebes  (7512,3419)  (7570,3421)  (7500,3474)  (7584,3488)  (7504,3533)  | overflowToLeft=false
Vladivostok  (7694,1116)  (7741,1116)  (7645,1116)  (7693,1069)  (7693,1162)  (7646,1160)  (7742,1069)  (7642,1067)  (7695,1020)  (7645,1017)  (7739,1163)  (7742,1021)  (7689,1209)  (7641,1206)  (7734,1209)  (7590,1215)  (7618,1262)  (7662,1257)  (7711,1258)  (7741,974)  (7687,970)  (7597,1012)  (7713,923)  | overflowToLeft=false
Western France  (2603,1472)  (2647,1471)  (2557,1472)  (2605,1518)  (2559,1516)  (2624,1426)  (2578,1425)  (2650,1517)  (2612,1562)  (2605,1380)  (2555,1355)  (2562,1581)  | overflowToLeft=true
